,imdb_id,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
75,tt0113973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,tt0112744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
77,tt0116731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
78,tt0112445,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
79,tt0114660,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,tt0112379,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,tt0114039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
82,tt0112365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
83,tt0118158,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,tt0116151,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,tt0115697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,tt0113972,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
87,tt0113490,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,tt0117002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
89,tt0114825,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
90,tt0115639,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
91,tt0115759,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
92,tt0113403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,tt0113247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,tt0111173,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
95,tt0113283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,tt0115907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
97,tt0115734,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,tt0117102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,tt0118040,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
100,tt0116483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,tt0112579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
102,tt0110251,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
103,tt0117110,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
104,tt0112646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,tt0113276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,tt0112573,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
107,tt0075314,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,tt0113326,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109,tt0115645,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,tt0113774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111,tt0112556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,tt0112373,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
113,tt0115033,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,tt0116606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,tt0114536,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,tt0117427,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
117,tt0106473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,tt0103859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,tt0109424,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
120,tt0114808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
121,tt0116324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,tt0110647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,tt0111055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
124,tt0114131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,tt0112364,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,tt0113107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
127,tt0113451,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
128,tt0114015,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
129,tt0114500,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,tt0116130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,tt0113125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,tt0113756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,tt0113952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,tt0118055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
135,tt0115685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,tt0113200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,tt0112585,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
138,tt0112442,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,tt0112342,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
140,tt0112461,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,tt0112427,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
142,tt0109093,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
143,tt0112384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144,tt0114287,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,tt0112288,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
146,tt0112462,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,tt0061395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
148,tt0112495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
149,tt0112541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,tt0109370,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,tt0112642,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
152,tt0112688,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
153,tt0112715,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
154,tt0112740,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
155,tt0109508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,tt0112851,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,tt0112857,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
158,tt0112864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,tt0112887,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,tt0113044,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,tt0113071,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
162,tt0113114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,tt0113243,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
164,tt0113464,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
165,tt0113481,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
166,tt0113492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
167,tt0113500,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,tt0113540,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,tt0113677,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,tt0113690,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
171,tt0107447,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,tt0113729,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
173,tt0113749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174,tt0113820,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
175,tt0113851,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
176,tt0110604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
177,tt0110620,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
178,tt0113957,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
179,tt0113986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,tt0114095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,tt0114194,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
182,tt0114241,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
183,tt0114323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
184,tt0114345,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
185,tt0114435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,tt0114436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,tt0114478,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,tt0114496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,tt0114508,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
190,tt0114534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
191,tt0114558,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
192,tt0058450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
193,tt0114666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
194,tt0114663,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
195,tt0114702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
196,tt0114682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,tt0114781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,tt0114798,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
199,tt0114805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,tt0114887,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
201,tt0114898,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,tt0114928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,tt0114938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,tt0109340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
205,tt0112602,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,tt0111579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207,tt0110882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
208,tt0112471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
209,tt0112508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,tt0112438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
211,tt0112571,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,tt0112757,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
213,tt0112643,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
214,tt0112679,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
215,tt0109445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,tt0112883,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
217,tt0109635,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
218,tt0112899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,tt0109676,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
220,tt0112854,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,tt0109579,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
222,tt0109642,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
223,tt0109686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,tt0111797,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
225,tt0109759,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
226,tt0109758,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
227,tt0109707,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
228,tt0113117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,tt0113097,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
230,tt0113028,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
231,tt0113198,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
232,tt0113303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
233,tt0113089,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
234,tt0109771,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
235,tt0113199,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
236,tt0113234,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
237,tt0109906,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
238,tt0110057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,tt0110005,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
240,tt0110066,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
241,tt0110116,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
242,tt0110006,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
243,tt0113360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
244,tt0110099,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
245,tt0110148,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
246,tt0113463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
247,tt0110189,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,tt0110216,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
249,tt0113501,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
250,tt0113538,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
251,tt0113552,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
252,tt0076759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
253,tt0110367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
254,tt0113670,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
255,tt0110296,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
256,tt0109731,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257,tt0103994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
258,tt0110322,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
259,tt0110443,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,tt0110365,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,tt0107566,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,tt0110391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
263,tt0113691,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
264,tt0110428,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
265,tt0109836,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
266,tt0113755,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,tt0110538,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
268,tt0110516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
269,tt0110527,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
270,tt0113808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
271,tt0113896,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272,tt0113870,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273,tt0110684,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
274,tt0110638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
275,tt0113967,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
276,tt0117169,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
277,tt0106402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
278,tt0113948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
279,tt0110671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
280,tt0110632,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
281,tt0110737,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
282,tt0110729,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,tt0114151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
284,tt0114069,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
